"subject_session","gender","age","ageGroup","BAT_all_dprime","BAT_fast_dprime","BAT_med_dprime","BAT_slow_dprime","DurDisc_threshold","Anisochrony_tones_threshold","Anisochrony_music_threshold","Unpaced_spontaneous_right_CV_iti","Unpaced_spontaneous_right_mean_iti","Paced_metro_450_mean_CV_iti","Paced_metro_450_vecDirPct","Paced_metro_450_vecLenLogit","Paced_metro_600_mean_CV_iti","Paced_metro_600_vecDirPct","Paced_metro_600_vecLenLogit","Paced_metro_750_mean_CV_iti","Paced_metro_750_vecDirPct","Paced_metro_750_vecLenLogit","Paced_music_badine_mean_CV_iti","Paced_music_badine_vecDirPct","Paced_music_badine_vecLenLogit","Paced_music_ross_mean_CV_iti","Paced_music_ross_vecDirPct","Paced_music_ross_vecLenLogit"
"A58_POST","F",21,"Age_18_21",3.18981286139856,2.31912380603236,2.94492105795371,3.48272877835648,13.80615234375,5.46295166015625,5.504150390625,0.0334699502676919,688.921006944444,0.0434086708886349,-11.1220419132276,3.16157317938059,0.0288050275711139,-8.57720614658828,2.83062193874843,0.0298641921372915,-8.4354655298745,3.32150344142311,0.0279087618895159,0.638699026737214,4.48902572998273,NA,NA,NA
"A62_POST","F",25,"Age_22_29",4.37250688160966,3.48272877835648,3.48272877835648,3.48272877835648,27.099609375,12.2545623779297,5.635986328125,0.0464667310220162,679.268581081081,0.0427592527777277,-4.82638042571769,3.21610193524044,0.0349360313495951,-5.94267041273383,3.73670049276593,0.0377464793477614,-3.89773933320114,3.57851659934009,0.0458064506328201,-0.83230478874385,3.84253590185857,0.0327633895235312,-2.21391446803508,4.33136705609589
"B02_POST","F",33,"Age_30_54",2.40984844799369,1.63858719581375,2.01655296406567,3.48272877835648,32.6019287109375,8.78768920898438,11.4635467529297,0.0551246974458089,496.053738317757,0.0665512655936517,-10.4999758087783,2.38633321083485,0.0739193380182772,-3.94408680392692,2.46553495146111,0.0790398263592197,-10.062188725377,2.17508364108886,0.055081289032405,2.53862716245815,3.06977143386338,0.113489628884462,0.3059414489827,1.8038332401409
"B03_POST","F",38,"Age_30_54",4.37250688160966,3.48272877835648,3.48272877835648,3.48272877835648,14.208984375,5.32699584960938,13.24951171875,0.0460049555642207,760.723484848485,0.0429676724787805,3.51023302933419,3.47144447676786,0.0389626016526828,4.49063467139942,3.68155016459083,0.0336484411815755,2.60910495573386,4.1644637372289,0.0247557167648077,1.76463509854624,5.14507101680659,0.0272231649663605,2.81686128622128,5.14216073015443
"B04_POST","F",31,"Age_30_54",2.61108067272333,1.41024788618216,2.94492105795371,3.48272877835648,22.9682922363281,9.28825378417965,4.88204956054688,0.0392828788530943,685.553333333333,0.0465306433395464,NA,0.100446629780535,0.0349477638775192,-11.0338362884008,3.21329008996901,0.038766721309728,-7.87205891729194,3.55604457851072,0.064200272292491,-11.0223779838856,2.58681955347128,0.0570689192636118,-9.77887192264764,2.59481177041348
"B05_POST","F",34,"Age_30_54",3.38327801781056,2.64235021598702,3.48272877835648,2.64235021598702,16.4634704589844,21.5798950195312,17.666015625,0.0413186590154645,713.500892857143,0.0335138024744821,-7.03724699711072,2.55896959874291,0.0360688659379115,-6.90302005313067,2.9827357337491,0.0424275574528328,-5.81595250540197,2.96309443968526,0.0414086147854219,3.13162025719581,2.81580648286364,0.0311700727629329,1.72476940214562,3.98883297944005
"B06_POST","M",35,"Age_30_54",1.87195794855833,2.94492105795371,1.04730772886227,1.59632578373389,32.5469970703125,6.71436309814453,3.48610687255859,0.0514666008192473,2218.3125,0.0592178017037419,-5.99822929212667,2.89813219262314,0.0511476285110003,-4.71843217263358,3.15884034366021,0.0507496046086419,-11.6501665148441,2.68704795541448,0.0752877998398472,NA,-0.0202755078745142,0.0762922152075114,-11.6940505647575,1.76075057670508
"B09_POST","M",33,"Age_30_54",4.37250688160966,3.48272877835648,3.48272877835648,3.48272877835648,25.286865234375,5.30382156372071,5.44544219970703,0.0290811306339399,636.527777777778,0.0428575442846286,-4.38022188727011,3.22432083491514,0.040391881890873,-0.183634357130951,3.72826320744221,0.0389204607836351,-1.74906965668134,3.71091108545051,0.0307254902435179,-1.49813515060024,4.32712708526586,0.0383627352224989,-3.04378280543275,3.96962267282296
"B12_POST","F",32,"Age_30_54",3.60030953652243,2.47896575818321,3.48272877835648,3.48272877835648,14.61181640625,5.52474975585938,5.85845947265625,0.0343515066004857,519.972739361702,0.0360757369608383,-4.34736770393856,3.76392105199155,0.0302789888829037,-8.54832952713561,2.65078079126047,0.0305664795376385,0.410801095088125,4.00025918338163,0.0469804750013794,4.59020297948083,3.37478549888495,NA,NA,NA
"B13_POST","F",34,"Age_30_54",2.8453875183752,2.22212303565524,2.41401090635543,2.41401090635543,33.6936950683594,8.39218139648438,6.14677429199219,0.0348805636773367,871.69298245614,0.0339537069185899,-3.82073984392828,3.74943568143948,0.0353307657850737,3.13421414582661,3.69611556872073,0.0394671888191725,0.163944860854371,3.24797121548281,0.0486697033004908,6.22523771387186,1.51588484846594,0.0353463916636958,4.94227377647744,3.37670597345518
"B15_POST","F",34,"Age_30_54",2.57816578798838,2.01655296406567,2.41401090635543,2.64235021598702,43.54248046875,10.0360107421875,15.6596374511719,0.0628580884349597,1570.17067307692,0.0522172976481213,-12.0926286274101,2.87046393497965,0.0470605032639295,-9.75298622582208,3.4154804828226,0.0568825242051259,-9.04721421520406,2.12220428791952,0.0377959623746799,-3.12759265978797,3.38848636350057,0.0535990919666353,-13.9476391279848,3.27648506851583
"B21_POST","F",37,"Age_30_54",1.22528567253337,0.82079208833238,2.31912380603236,0.538575941269872,15.2687430381775,9.195556640625,7.06146240234375,0.0484888066280453,729.080882352941,0.0423774571279452,-7.36032926834878,3.64703099217543,0.0440545990763377,-8.61051214477633,3.25363491064746,0.0434474441796024,6.42924432232442,1.78055323572965,0.0346954135827464,-1.30207769722236,2.66660314236212,0.0711035340536253,NA,-1.96292326110578
